card_id,customer_id,card1,card2,card3,network,card5,card_type
C13266-K1,C13266,18698,555.0,150.0,visa,226.0,debit
C09285-K2,C09285,17755,555.0,150.0,visa,226.0,debit
C05127-K1,C05127,15366,545.0,185.0,visa,195.0,credit
C03019-K3,C03019,19672,327.0,150.0,discover,223.0,credit
C07039-K1,C07039,14826,583.0,150.0,visa,226.0,credit
C00501-K1,C00501,11602,310.0,150.0,mastercard,224.0,debit
C04529-K1,C04529,19529,555.0,150.0,mastercard,195.0,credit
C02345-K1,C02345,22974,555.0,150.0,mastercard,195.0,debit
C10414-K1,C10414,22358,555.0,150.0,visa,226.0,debit
C11653-K1,C11653,20850,253.0,150.0,mastercard,195.0,debit
C10075-K1,C10075,11322,225.0,150.0,mastercard,117.0,debit
C05970-K1,C05970,15621,555.0,150.0,visa,226.0,credit
C08205-K1,C08205,17900,310.0,150.0,mastercard,224.0,debit
C04573-K1,C04573,21968,408.0,185.0,mastercard,102.0,debit
C08111-K1,C08111,17897,303.0,150.0,visa,195.0,debit
C07002-K1,C07002,18247,555.0,213.0,mastercard,166.0,debit
C03121-K1,C03121,18238,520.0,150.0,american express,190.0,credit
C11959-K2,C11959,21110,514.0,150.0,mastercard,129.0,credit
C06105-K1,C06105,15642,555.0,150.0,visa,195.0,debit
C01014-K1,C01014,11945,555.0,150.0,visa,226.0,debit
C11866-K2,C11866,11376,555.0,185.0,mastercard,166.0,debit
C03358-K1,C03358,19717,575.0,150.0,visa,226.0,debit
C00631-K1,C00631,10656,555.0,150.0,mastercard,102.0,credit
C04145-K1,C04145,21679,367.0,150.0,mastercard,195.0,credit
C06089-K1,C06089,23283,225.0,150.0,visa,226.0,debit
C05347-K2,C05347,13890,548.0,150.0,visa,226.0,credit
C01343-K1,C01343,18894,399.0,150.0,american express,237.0,credit
C05851-K1,C05851,15277,225.0,150.0,mastercard,117.0,debit
C10941-K1,C10941,11198,321.0,150.0,visa,195.0,debit
C09027-K1,C09027,16556,225.0,150.0,mastercard,224.0,debit
C10354-K1,C10354,13346,555.0,150.0,visa,226.0,debit
C01016-K1,C01016,15345,555.0,150.0,visa,226.0,debit
C03657-K1,C03657,17696,321.0,150.0,visa,226.0,debit
C11313-K1,C11313,11875,555.0,150.0,visa,226.0,debit
C10783-K1,C10783,11059,532.0,150.0,mastercard,224.0,debit
C05444-K1,C05444,20660,127.0,150.0,mastercard,224.0,debit
C06314-K1,C06314,10684,555.0,150.0,visa,226.0,debit
C09465-K2,C09465,12896,455.0,150.0,mastercard,166.0,debit
C01504-K1,C01504,10314,555.0,150.0,visa,226.0,debit
C08382-K1,C08382,16841,555.0,150.0,visa,195.0,debit
C00564-K1,C00564,10338,555.0,150.0,visa,226.0,debit
C03002-K2,C03002,14608,143.0,150.0,visa,226.0,debit
C00989-K1,C00989,12853,226.0,150.0,mastercard,195.0,credit
C06002-K1,C06002,11972,239.0,150.0,mastercard,224.0,debit
C12742-K1,C12742,17643,122.0,150.0,mastercard,126.0,debit
C01488-K3,C01488,17454,512.0,150.0,mastercard,117.0,debit
C07838-K2,C07838,14130,360.0,150.0,mastercard,166.0,debit
C05050-K1,C05050,15521,583.0,150.0,visa,226.0,credit
C10314-K1,C10314,11466,399.0,150.0,american express,150.0,credit
C05661-K1,C05661,17398,476.0,150.0,visa,166.0,debit
C08293-K1,C08293,20694,456.0,150.0,mastercard,117.0,debit
C06178-K1,C06178,22581,275.0,150.0,mastercard,224.0,debit
C10981-K1,C10981,10191,390.0,150.0,mastercard,224.0,debit
C10206-K1,C10206,15339,275.0,150.0,mastercard,224.0,debit
C08185-K1,C08185,13878,514.0,150.0,mastercard,195.0,debit
C12973-K2,C12973,15215,208.0,150.0,mastercard,117.0,debit
C09854-K1,C09854,16575,139.0,150.0,mastercard,117.0,debit
C04184-K1,C04184,18811,543.0,150.0,mastercard,224.0,debit
C12726-K1,C12726,15861,399.0,150.0,american express,213.0,credit
C00232-K2,C00232,21426,,150.0,visa,166.0,debit
C06539-K1,C06539,10057,555.0,220.0,visa,226.0,debit
C08106-K1,C08106,21429,545.0,185.0,visa,138.0,debit
C12162-K1,C12162,19910,225.0,150.0,mastercard,224.0,debit
C09148-K2,C09148,19308,555.0,150.0,visa,226.0,debit
C10434-K1,C10434,17379,258.0,150.0,visa,226.0,credit
C08143-K1,C08143,13829,514.0,150.0,mastercard,224.0,credit
C05249-K1,C05249,12480,,150.0,visa,,credit
C07201-K1,C07201,23406,517.0,150.0,mastercard,224.0,debit
C07816-K1,C07816,17356,555.0,150.0,visa,226.0,debit
C08410-K1,C08410,13142,321.0,150.0,visa,226.0,debit
C11927-K1,C11927,22715,543.0,150.0,mastercard,224.0,debit
C07107-K1,C07107,14050,383.0,150.0,visa,226.0,debit
C12620-K1,C12620,14019,520.0,150.0,american express,190.0,credit
C08856-K1,C08856,21286,555.0,150.0,visa,226.0,debit
C08999-K1,C08999,11298,321.0,150.0,visa,195.0,debit
C08463-K1,C08463,18131,321.0,150.0,visa,226.0,credit
C10893-K1,C10893,21685,555.0,119.0,mastercard,224.0,credit
C07794-K1,C07794,19820,140.0,150.0,visa,226.0,debit
C01255-K1,C01255,11656,399.0,150.0,american express,223.0,credit
C11722-K2,C11722,19932,555.0,150.0,visa,226.0,debit
C09257-K1,C09257,18877,555.0,150.0,visa,226.0,debit
C09080-K1,C09080,18915,265.0,150.0,visa,226.0,debit
C02433-K3,C02433,16828,360.0,150.0,mastercard,166.0,debit
C00534-K2,C00534,20831,543.0,150.0,mastercard,224.0,debit
C04386-K1,C04386,22564,545.0,185.0,visa,195.0,debit
C08759-K1,C08759,12619,556.0,150.0,mastercard,219.0,credit
C08496-K1,C08496,21636,520.0,150.0,american express,190.0,credit
C06756-K1,C06756,14825,189.0,150.0,visa,226.0,debit
C08691-K1,C08691,11719,111.0,150.0,mastercard,195.0,debit
C08845-K5,C08845,11928,,150.0,visa,,credit
C03645-K1,C03645,22879,211.0,150.0,mastercard,224.0,credit
C08380-K1,C08380,15501,268.0,150.0,visa,166.0,debit
C07965-K1,C07965,12974,169.0,150.0,visa,195.0,debit
C02312-K1,C02312,10101,555.0,141.0,mastercard,224.0,debit
C11596-K2,C11596,13866,433.0,150.0,visa,226.0,credit
C06036-K1,C06036,14123,540.0,106.0,visa,226.0,debit
C09141-K1,C09141,14237,361.0,150.0,visa,226.0,debit
C02714-K1,C02714,15364,516.0,150.0,mastercard,117.0,debit
C08527-K1,C08527,11196,543.0,150.0,mastercard,224.0,debit
C05814-K2,C05814,23527,327.0,150.0,discover,100.0,debit
C12165-K2,C12165,11760,555.0,150.0,visa,226.0,credit
C09390-K1,C09390,14935,349.0,117.0,visa,102.0,debit
C08491-K1,C08491,18515,555.0,146.0,visa,137.0,credit
C02541-K1,C02541,17826,543.0,150.0,mastercard,224.0,debit
C06205-K1,C06205,20066,555.0,102.0,mastercard,195.0,credit
C11926-K1,C11926,10161,555.0,150.0,visa,226.0,debit
C10720-K1,C10720,12967,543.0,150.0,mastercard,224.0,debit
C04514-K1,C04514,14760,310.0,150.0,mastercard,224.0,debit
C08174-K1,C08174,18047,188.0,150.0,visa,226.0,debit
C06008-K1,C06008,16613,543.0,150.0,mastercard,224.0,debit
C04626-K1,C04626,19311,100.0,150.0,visa,166.0,debit
C05449-K1,C05449,11828,236.0,150.0,visa,226.0,credit
C07237-K1,C07237,12151,555.0,150.0,visa,226.0,debit
C07828-K1,C07828,19864,555.0,150.0,visa,226.0,debit
C08509-K1,C08509,19374,390.0,150.0,mastercard,117.0,debit
C00864-K1,C00864,13983,555.0,150.0,visa,226.0,debit
C13447-K1,C13447,10023,141.0,185.0,visa,226.0,credit
C11791-K1,C11791,18518,390.0,150.0,mastercard,195.0,debit
C08839-K1,C08839,19792,555.0,150.0,mastercard,,debit
C01469-K1,C01469,12233,555.0,150.0,visa,226.0,debit
C10751-K2,C10751,20663,445.0,150.0,mastercard,195.0,debit
C04562-K1,C04562,15183,555.0,150.0,visa,226.0,debit
C03390-K1,C03390,12529,399.0,150.0,american express,132.0,credit
C10429-K1,C10429,21285,399.0,150.0,american express,133.0,credit
C04357-K1,C04357,11441,555.0,150.0,mastercard,195.0,debit
C11102-K2,C11102,11383,455.0,150.0,mastercard,166.0,debit
C00536-K1,C00536,13999,399.0,150.0,american express,137.0,credit
C07102-K1,C07102,14595,399.0,150.0,american express,150.0,credit
C00651-K1,C00651,20382,512.0,150.0,mastercard,224.0,debit
C11857-K1,C11857,19559,555.0,150.0,visa,226.0,debit
C08199-K1,C08199,23532,149.0,147.0,mastercard,195.0,credit
C12420-K1,C12420,10667,396.0,150.0,mastercard,224.0,credit
C09193-K1,C09193,21870,321.0,150.0,visa,226.0,debit
C05175-K1,C05175,14410,496.0,150.0,mastercard,102.0,credit
C06020-K1,C06020,21619,555.0,150.0,visa,226.0,debit
C05855-K1,C05855,21381,550.0,150.0,visa,195.0,debit
C13195-K1,C13195,18514,225.0,150.0,mastercard,117.0,debit
C09483-K1,C09483,16985,512.0,150.0,visa,166.0,debit
C10470-K1,C10470,17266,399.0,150.0,american express,137.0,credit
C06629-K1,C06629,21998,344.0,150.0,mastercard,137.0,credit
C05077-K2,C05077,14706,532.0,150.0,mastercard,224.0,debit
C04773-K2,C04773,23463,555.0,150.0,visa,226.0,debit
C03802-K1,C03802,15272,555.0,150.0,visa,226.0,debit
C11601-K1,C11601,21890,555.0,146.0,visa,226.0,credit
C02584-K1,C02584,13721,555.0,150.0,visa,226.0,debit
C08366-K2,C08366,17275,111.0,150.0,mastercard,224.0,credit
C11323-K1,C11323,21128,555.0,119.0,visa,226.0,credit
C01439-K1,C01439,19418,438.0,106.0,visa,137.0,debit
C06358-K2,C06358,18512,206.0,150.0,mastercard,229.0,debit
C07368-K1,C07368,12671,,150.0,visa,195.0,debit
C02870-K1,C02870,20890,555.0,150.0,visa,226.0,debit
C03694-K1,C03694,23197,555.0,146.0,mastercard,224.0,credit
C01410-K1,C01410,20717,390.0,150.0,mastercard,224.0,debit
C08465-K1,C08465,14270,399.0,150.0,american express,137.0,credit
C12888-K1,C12888,12174,555.0,150.0,visa,226.0,credit
C09704-K1,C09704,23257,555.0,150.0,visa,166.0,debit
C00815-K1,C00815,12145,152.0,150.0,visa,195.0,debit
C01501-K1,C01501,14860,555.0,133.0,american express,173.0,credit
C03067-K1,C03067,11628,161.0,150.0,visa,226.0,debit
C03789-K1,C03789,13813,212.0,150.0,visa,226.0,debit
C11159-K1,C11159,21950,181.0,150.0,visa,195.0,credit
C06326-K1,C06326,20413,369.0,150.0,mastercard,224.0,debit
C05509-K1,C05509,19569,404.0,150.0,visa,226.0,credit
C01242-K1,C01242,10534,555.0,150.0,visa,226.0,debit
C00583-K1,C00583,18344,545.0,185.0,visa,226.0,credit
C04811-K1,C04811,13802,177.0,185.0,mastercard,224.0,credit
C09917-K1,C09917,12523,222.0,150.0,visa,226.0,debit
C10395-K1,C10395,21601,543.0,150.0,mastercard,224.0,debit
C07347-K1,C07347,21253,555.0,102.0,mastercard,224.0,debit
C09187-K1,C09187,23313,399.0,150.0,american express,118.0,credit
C11787-K1,C11787,13335,500.0,185.0,mastercard,224.0,credit
C05049-K1,C05049,21324,555.0,150.0,visa,226.0,debit
C10040-K1,C10040,12677,500.0,185.0,mastercard,102.0,credit
C08023-K1,C08023,18235,555.0,150.0,visa,226.0,debit
C11628-K1,C11628,14975,225.0,150.0,mastercard,102.0,credit
C08564-K1,C08564,11902,555.0,150.0,visa,195.0,debit
C05404-K1,C05404,15335,555.0,150.0,visa,226.0,debit
C10520-K1,C10520,15370,399.0,150.0,american express,102.0,credit
C03436-K1,C03436,12775,,150.0,visa,166.0,debit
C06427-K1,C06427,21583,543.0,150.0,mastercard,224.0,debit
C13448-K1,C13448,14453,399.0,150.0,american express,137.0,credit
C08405-K1,C08405,12011,555.0,146.0,visa,226.0,credit
C10224-K1,C10224,22876,562.0,150.0,mastercard,219.0,credit
C00144-K1,C00144,21108,555.0,150.0,visa,226.0,debit
C10988-K1,C10988,11232,159.0,150.0,mastercard,102.0,credit
C11015-K1,C11015,20070,399.0,150.0,american express,185.0,credit
C11668-K2,C11668,17662,213.0,117.0,mastercard,126.0,debit
C11856-K1,C11856,10924,555.0,117.0,mastercard,166.0,debit
C08484-K1,C08484,19241,216.0,150.0,mastercard,224.0,credit
C01923-K1,C01923,13058,555.0,150.0,visa,226.0,credit
C04930-K1,C04930,14018,506.0,150.0,visa,226.0,debit
C13399-K2,C13399,18966,555.0,150.0,visa,226.0,debit
C09903-K1,C09903,12823,555.0,150.0,visa,226.0,debit
C01620-K1,C01620,12071,481.0,150.0,mastercard,102.0,credit
C09403-K1,C09403,22051,111.0,150.0,visa,195.0,credit
C09433-K1,C09433,19811,111.0,150.0,mastercard,141.0,credit
C06763-K1,C06763,12552,169.0,150.0,visa,226.0,credit
C11160-K1,C11160,12110,555.0,150.0,visa,226.0,credit
C03301-K1,C03301,12773,,133.0,visa,,credit
C02952-K1,C02952,14650,555.0,150.0,visa,226.0,debit
C06398-K1,C06398,17439,216.0,150.0,visa,195.0,credit
C01726-K1,C01726,16865,442.0,150.0,visa,226.0,credit
C11894-K1,C11894,12590,,150.0,visa,,credit
C03965-K1,C03965,21551,554.0,150.0,visa,226.0,credit
C05879-K1,C05879,10671,275.0,150.0,mastercard,224.0,debit
C12177-K1,C12177,21518,555.0,150.0,visa,226.0,debit
C05090-K1,C05090,11189,555.0,150.0,visa,226.0,credit
C06168-K1,C06168,22611,555.0,150.0,visa,226.0,debit
C10675-K1,C10675,18036,275.0,150.0,mastercard,224.0,debit
C05654-K1,C05654,21805,555.0,150.0,visa,226.0,debit
C07403-K1,C07403,10556,555.0,150.0,visa,226.0,debit
C07784-K1,C07784,20909,445.0,150.0,mastercard,102.0,credit
C07026-K1,C07026,15359,555.0,150.0,visa,226.0,credit
C10935-K1,C10935,16248,532.0,150.0,mastercard,224.0,debit
C09962-K1,C09962,22353,554.0,150.0,mastercard,224.0,credit
C04656-K2,C04656,11316,397.0,150.0,visa,226.0,debit
C10284-K1,C10284,17282,400.0,150.0,mastercard,195.0,debit
C11171-K1,C11171,16889,111.0,150.0,visa,226.0,debit
C02924-K1,C02924,16562,225.0,150.0,mastercard,117.0,debit
C05213-K1,C05213,17896,399.0,150.0,american express,236.0,credit
C04355-K1,C04355,21044,225.0,150.0,mastercard,224.0,debit
C03101-K1,C03101,22510,543.0,150.0,mastercard,224.0,debit
C09716-K2,C09716,13572,543.0,150.0,mastercard,224.0,debit
C07723-K1,C07723,16541,399.0,150.0,american express,146.0,credit
C06401-K1,C06401,19711,390.0,150.0,mastercard,224.0,debit
C07030-K1,C07030,13107,555.0,150.0,visa,226.0,debit
C04461-K1,C04461,20802,302.0,150.0,visa,226.0,credit
C02265-K1,C02265,22804,555.0,150.0,visa,226.0,debit
C06397-K1,C06397,13968,399.0,150.0,american express,198.0,credit
C12469-K1,C12469,11451,,150.0,visa,166.0,debit
C12029-K1,C12029,16119,555.0,150.0,visa,226.0,debit
C00338-K1,C00338,10555,390.0,150.0,mastercard,224.0,debit
C08991-K1,C08991,16852,555.0,146.0,mastercard,166.0,debit
C09840-K1,C09840,10540,399.0,150.0,american express,188.0,credit
C08517-K1,C08517,10043,555.0,150.0,visa,226.0,debit
C07296-K1,C07296,23103,469.0,203.0,mastercard,195.0,credit
C03513-K1,C03513,17138,583.0,150.0,visa,195.0,credit
C02598-K1,C02598,10033,555.0,150.0,visa,195.0,debit
C10138-K1,C10138,15911,410.0,150.0,visa,226.0,credit
C00741-K1,C00741,14799,321.0,150.0,visa,226.0,debit
C09527-K1,C09527,15532,399.0,150.0,american express,146.0,credit
C00877-K1,C00877,15225,399.0,150.0,american express,137.0,credit
C10621-K1,C10621,21059,555.0,150.0,mastercard,224.0,debit
C10999-K1,C10999,22871,399.0,150.0,american express,137.0,credit
C10372-K1,C10372,11021,399.0,150.0,american express,118.0,credit
C13155-K1,C13155,21795,399.0,150.0,american express,185.0,credit
C00438-K1,C00438,11736,555.0,150.0,visa,226.0,debit
C04272-K1,C04272,15824,310.0,150.0,mastercard,224.0,debit
C10759-K1,C10759,13576,127.0,150.0,mastercard,224.0,debit
C13429-K1,C13429,23264,442.0,150.0,visa,226.0,credit
C07938-K1,C07938,16243,369.0,150.0,mastercard,224.0,debit
C12955-K1,C12955,11702,555.0,150.0,mastercard,117.0,debit
C06212-K1,C06212,14728,321.0,150.0,visa,226.0,debit
C03070-K1,C03070,17418,555.0,117.0,american express,166.0,debit
C10633-K1,C10633,10329,399.0,150.0,american express,236.0,credit
C06134-K2,C06134,21922,512.0,150.0,mastercard,117.0,debit
C02291-K1,C02291,22232,554.0,150.0,visa,226.0,credit
C11360-K1,C11360,15497,555.0,150.0,mastercard,102.0,debit
C02363-K1,C02363,10872,367.0,150.0,mastercard,117.0,debit
C00840-K1,C00840,19162,,193.0,visa,,credit
C08306-K1,C08306,20214,100.0,150.0,visa,195.0,credit
C10389-K1,C10389,12094,225.0,150.0,mastercard,224.0,debit
C08016-K1,C08016,20795,555.0,150.0,visa,226.0,credit
C04533-K1,C04533,19773,111.0,150.0,mastercard,219.0,credit
C06028-K1,C06028,21054,390.0,150.0,mastercard,224.0,debit
C02916-K1,C02916,16164,273.0,185.0,mastercard,224.0,credit
C08163-K1,C08163,11790,555.0,150.0,visa,226.0,credit
C00245-K1,C00245,18552,555.0,150.0,visa,226.0,debit
C02177-K1,C02177,18993,418.0,150.0,visa,195.0,debit
C00034-K1,C00034,12685,555.0,150.0,visa,226.0,debit
C04719-K1,C04719,10840,399.0,150.0,american express,137.0,credit
C03303-K1,C03303,12029,399.0,150.0,american express,118.0,credit
C05589-K1,C05589,11125,555.0,150.0,visa,226.0,credit
C04142-K2,C04142,16747,555.0,150.0,visa,226.0,debit
C09663-K1,C09663,21641,514.0,150.0,mastercard,224.0,credit
C01006-K1,C01006,20316,555.0,150.0,visa,226.0,debit
C04260-K1,C04260,23055,310.0,150.0,mastercard,224.0,debit
C09628-K1,C09628,22948,572.0,150.0,mastercard,195.0,debit
C04516-K1,C04516,19138,345.0,150.0,mastercard,137.0,credit
C06986-K1,C06986,23107,555.0,102.0,visa,138.0,debit
C09440-K1,C09440,12691,555.0,213.0,mastercard,224.0,credit
C11340-K1,C11340,21294,336.0,150.0,visa,226.0,credit
C10610-K1,C10610,11741,555.0,150.0,visa,162.0,credit
C09401-K1,C09401,20932,124.0,150.0,visa,226.0,debit
C10880-K1,C10880,10620,555.0,142.0,visa,102.0,debit
C10004-K1,C10004,13120,512.0,150.0,mastercard,117.0,debit
C00342-K1,C00342,19994,517.0,150.0,mastercard,224.0,debit
C03025-K1,C03025,18589,399.0,150.0,american express,146.0,credit
C06746-K1,C06746,17339,310.0,150.0,mastercard,224.0,debit
C04528-K1,C04528,23084,402.0,150.0,visa,226.0,debit
C03986-K1,C03986,10658,111.0,150.0,visa,226.0,debit
C07848-K2,C07848,15122,591.0,150.0,visa,226.0,debit
C07051-K1,C07051,17741,372.0,150.0,mastercard,137.0,credit
C12777-K1,C12777,22057,399.0,150.0,american express,137.0,credit
C07840-K1,C07840,16112,,150.0,visa,166.0,debit
C02986-K1,C02986,15409,213.0,146.0,mastercard,166.0,debit
C08011-K1,C08011,15337,399.0,150.0,american express,236.0,credit
C01931-K1,C01931,18198,555.0,150.0,visa,226.0,credit
C09990-K1,C09990,18075,277.0,144.0,visa,195.0,credit
C03191-K1,C03191,10151,481.0,150.0,mastercard,102.0,credit
C07993-K1,C07993,13796,399.0,150.0,american express,185.0,credit
C06288-K1,C06288,19007,418.0,150.0,visa,195.0,debit
C00580-K1,C00580,22320,399.0,150.0,american express,118.0,credit
C07277-K1,C07277,20618,195.0,150.0,visa,226.0,debit
C08871-K1,C08871,12045,555.0,150.0,visa,226.0,debit
C03357-K1,C03357,11278,360.0,150.0,mastercard,126.0,debit
C01803-K1,C01803,10719,555.0,150.0,mastercard,166.0,debit
C10814-K2,C10814,11751,457.0,150.0,visa,226.0,debit
C08850-K1,C08850,10506,399.0,150.0,american express,150.0,credit
C01269-K1,C01269,11197,560.0,150.0,visa,226.0,debit
C12114-K1,C12114,18654,249.0,150.0,visa,195.0,debit
C03517-K1,C03517,20378,111.0,150.0,visa,226.0,debit
C11486-K1,C11486,21800,111.0,150.0,mastercard,224.0,credit
C09975-K1,C09975,22766,224.0,106.0,mastercard,224.0,credit
C03282-K1,C03282,23445,555.0,150.0,visa,226.0,credit
C01302-K1,C01302,15338,555.0,150.0,visa,226.0,debit
C11716-K1,C11716,20507,543.0,150.0,mastercard,224.0,debit
C06487-K1,C06487,21119,555.0,150.0,visa,226.0,debit
C09701-K2,C09701,12106,167.0,150.0,visa,226.0,debit
C12921-K1,C12921,11074,151.0,150.0,visa,226.0,debit
C01409-K1,C01409,18230,555.0,150.0,visa,226.0,debit
C12583-K1,C12583,18745,427.0,150.0,mastercard,117.0,debit
C09312-K2,C09312,11637,449.0,150.0,visa,226.0,debit
C12391-K1,C12391,10417,275.0,150.0,mastercard,224.0,debit
C11577-K1,C11577,12091,285.0,150.0,visa,226.0,debit
C12364-K1,C12364,14146,399.0,150.0,american express,137.0,credit
C09131-K1,C09131,19420,517.0,150.0,mastercard,224.0,debit
C11530-K1,C11530,23037,459.0,185.0,visa,226.0,credit
C02311-K1,C02311,19369,321.0,150.0,visa,226.0,debit
C03712-K1,C03712,14986,399.0,150.0,american express,223.0,credit
C05613-K1,C05613,11677,555.0,150.0,visa,226.0,debit
C10894-K1,C10894,13303,149.0,147.0,mastercard,219.0,credit
C01546-K1,C01546,23524,399.0,150.0,american express,132.0,credit
C05770-K1,C05770,23486,555.0,150.0,visa,226.0,debit
C06875-K2,C06875,19992,137.0,150.0,visa,226.0,debit
C12057-K1,C12057,23198,481.0,150.0,mastercard,224.0,debit
C09397-K1,C09397,12126,555.0,150.0,visa,226.0,debit
C03166-K1,C03166,12325,562.0,150.0,mastercard,102.0,credit
C07008-K1,C07008,10372,555.0,150.0,visa,226.0,debit
C13139-K1,C13139,20544,399.0,150.0,american express,236.0,credit
C05810-K1,C05810,16150,399.0,150.0,american express,137.0,credit
C12964-K1,C12964,23443,555.0,150.0,visa,226.0,debit
C10753-K1,C10753,15784,321.0,150.0,visa,226.0,debit
C02905-K1,C02905,14869,349.0,117.0,visa,226.0,debit
C09429-K1,C09429,13389,174.0,150.0,visa,195.0,debit
C13110-K1,C13110,10305,111.0,150.0,visa,195.0,debit
C00813-K1,C00813,16630,222.0,150.0,visa,195.0,credit
C07192-K1,C07192,22082,481.0,150.0,mastercard,102.0,credit
C06076-K1,C06076,20103,555.0,150.0,visa,226.0,debit
C01543-K1,C01543,16188,390.0,150.0,mastercard,224.0,debit
C09744-K1,C09744,23464,555.0,150.0,visa,226.0,debit
C09160-K1,C09160,19024,555.0,150.0,mastercard,224.0,debit
C04241-K2,C04241,19619,122.0,150.0,mastercard,166.0,debit
C12110-K1,C12110,16098,555.0,150.0,visa,226.0,credit
C08957-K1,C08957,20255,225.0,150.0,mastercard,117.0,debit
C05849-K1,C05849,14851,,150.0,visa,226.0,debit
C07152-K1,C07152,11417,555.0,150.0,visa,226.0,debit
C05831-K1,C05831,18393,555.0,150.0,visa,226.0,debit
C07944-K1,C07944,14171,512.0,150.0,visa,226.0,credit
C08978-K1,C08978,14471,555.0,150.0,mastercard,102.0,credit
C08752-K1,C08752,10186,420.0,150.0,mastercard,224.0,debit
C13319-K1,C13319,20559,420.0,150.0,mastercard,117.0,debit
C01925-K1,C01925,15740,555.0,150.0,visa,226.0,credit
C08140-K1,C08140,18197,562.0,150.0,mastercard,102.0,credit
C12230-K1,C12230,20842,390.0,150.0,mastercard,224.0,debit
C12020-K1,C12020,16364,480.0,150.0,mastercard,117.0,debit
C10624-K1,C10624,13703,401.0,150.0,visa,226.0,credit
C11962-K1,C11962,11819,381.0,150.0,mastercard,224.0,debit
C03043-K1,C03043,16625,399.0,150.0,american express,150.0,credit
C00368-K1,C00368,15830,543.0,150.0,mastercard,224.0,debit
C04655-K1,C04655,22692,103.0,185.0,visa,226.0,debit
C13451-K1,C13451,11491,111.0,150.0,mastercard,224.0,credit
C04269-K1,C04269,16788,390.0,150.0,mastercard,224.0,debit
C00231-K1,C00231,12289,544.0,150.0,visa,137.0,credit
C12925-K2,C12925,22653,360.0,150.0,mastercard,166.0,debit
C05088-K1,C05088,14090,170.0,150.0,mastercard,102.0,credit
C06265-K1,C06265,16380,555.0,119.0,visa,102.0,credit
C01594-K1,C01594,16947,555.0,150.0,visa,226.0,debit
C10205-K1,C10205,16554,151.0,150.0,visa,226.0,debit
C01391-K1,C01391,17903,436.0,150.0,visa,226.0,debit
C09851-K1,C09851,16181,555.0,146.0,mastercard,190.0,credit
C01201-K1,C01201,19066,225.0,150.0,mastercard,224.0,debit
C04726-K1,C04726,13638,111.0,150.0,visa,226.0,debit
C06114-K1,C06114,13119,555.0,150.0,visa,226.0,debit
C12842-K1,C12842,18091,399.0,150.0,american express,150.0,credit
C10667-K2,C10667,11679,140.0,150.0,visa,226.0,credit
C08381-K1,C08381,13490,321.0,150.0,visa,226.0,debit
C03205-K1,C03205,21691,543.0,150.0,mastercard,117.0,debit
C01041-K1,C01041,19172,190.0,150.0,mastercard,117.0,debit
C10740-K1,C10740,23050,555.0,150.0,visa,226.0,debit
C09171-K1,C09171,23164,583.0,150.0,visa,226.0,credit
C08632-K1,C08632,21469,399.0,150.0,american express,146.0,credit
C07180-K1,C07180,18168,181.0,150.0,visa,226.0,credit
C06021-K2,C06021,22165,555.0,150.0,mastercard,224.0,debit
C12733-K1,C12733,11724,555.0,150.0,visa,226.0,credit
C03382-K1,C03382,12381,555.0,150.0,visa,226.0,debit
C05698-K1,C05698,13307,321.0,150.0,visa,226.0,debit
C02266-K2,C02266,17608,289.0,185.0,visa,138.0,debit
C05655-K1,C05655,17174,555.0,150.0,visa,226.0,debit
C03762-K1,C03762,21210,225.0,150.0,mastercard,195.0,debit
C01245-K1,C01245,16061,555.0,150.0,visa,226.0,credit
C00313-K1,C00313,15885,525.0,150.0,visa,226.0,credit
C13210-K1,C13210,19804,480.0,150.0,mastercard,224.0,debit
C10683-K1,C10683,18321,541.0,150.0,mastercard,117.0,debit
C02019-K1,C02019,21177,490.0,150.0,visa,226.0,debit
C12104-K1,C12104,16213,111.0,150.0,mastercard,195.0,debit
C08039-K1,C08039,15644,555.0,150.0,visa,226.0,debit
C07768-K1,C07768,19089,555.0,150.0,visa,226.0,debit
C09267-K1,C09267,17687,480.0,150.0,mastercard,224.0,debit
C02305-K1,C02305,19328,555.0,150.0,visa,226.0,debit
C00060-K1,C00060,16087,399.0,150.0,american express,150.0,credit
C08107-K1,C08107,14501,225.0,150.0,mastercard,117.0,debit
C11734-K1,C11734,12636,555.0,150.0,visa,226.0,debit
C04290-K1,C04290,17659,343.0,150.0,visa,226.0,credit
C02152-K1,C02152,10399,432.0,150.0,visa,226.0,credit
C12449-K1,C12449,21873,310.0,150.0,mastercard,224.0,debit
C11183-K1,C11183,12628,555.0,195.0,mastercard,224.0,debit
C01757-K1,C01757,15829,166.0,150.0,visa,226.0,debit
C04697-K1,C04697,19319,520.0,150.0,american express,190.0,credit
C11918-K2,C11918,10431,241.0,150.0,visa,226.0,debit
C00416-K1,C00416,15996,131.0,150.0,visa,226.0,debit
C06295-K1,C06295,21035,399.0,150.0,american express,102.0,credit
C02069-K1,C02069,15195,555.0,150.0,visa,226.0,debit
C08133-K1,C08133,19004,399.0,150.0,american express,146.0,credit
C12689-K1,C12689,23057,,150.0,visa,,credit
C04317-K1,C04317,16530,216.0,150.0,visa,226.0,credit
C07106-K1,C07106,12747,199.0,150.0,mastercard,219.0,credit
C01816-K1,C01816,18789,555.0,150.0,visa,226.0,debit
